Location,Down Date,Product,Description,Mechanic Notes,Attatchment feauture,Status,Part Comment,Product #,Reporter,Category,Last Edited,Last Edited by,Mechanic,1 st attempt date,Edinger Part,Warner Part,Waterfront Part,Yorba Part
Waterfront,2/20/2021,Double Surrey,Broken chain,,,Done,,10,Ally,Down,2/26/2021,Robert Mounce,,,,,,
Waterfront,2/21/2021,Infinity Bike,Shifting gear not working,Internals of the shifter (Call Max to get it fixed),,"Corporate, Done",,N/a,Norma & Vincent,Down,6/24/2021,Robert Mounce,,"June 15, 2021",,,,
Waterfront,2/21/2021,Cruiser,Broken kickstand,,,Done,,Female n/a,Norma,Down,2/26/2021,Robert Mounce,,,,,,
Warner,2/21/2021,Cruiser,Crooked handle bars. Not aligned with the front tire,,,Done,,Female n/A,Norma,Down,4/14/2021,Robert Mounce,,,,,,
Edinger,2/21/2021,Double Surrey,Front right chain not catching,,,Done,,9,Nathan,Down,2/26/2021,Robert Mounce,,,,,,
Edinger,2/21/2021,Quad Sport,Seat not bolted down,,,Done,,1,Nathan,Down,2/26/2021,Robert Mounce,,,,,,
Edinger,2/21/2021,Deuce Coupe,Front wheel flat,,,Done,,2,Nathan,Down,2/26/2021,Robert Mounce,,,,,,
Waterfront,2/26/2021,Double Surrey,Needs brake adjustment,,,Done,,n/a,Evan,Down,6/20/2021,Robert Mounce,,,,,,
Edinger,2/27/2021,Swan Boat,Right pontoon leak,,,Done,,6,Nathan,Down,4/10/2021,Robert Mounce,,,,,,
Edinger,2/28/2021,Cruiser,Rear tire hitting frame (bent frame),,,Done,,1,Coco,Down,3/16/2021,Robert Mounce,,,,,,
Yorba,2/28/2021,Quad Sport,Flat tire,,,Done,,1,Joel,Down,3/10/2021,Robert Mounce,,,,,,
Waterfront,2/28/2021,Quad Sport,little Chain broke off,,,Done,,;),Bryant Amador,Down,3/8/2021,Robert Mounce,,,,,,
Waterfront,3/1/2021,Cruiser,Chains needs to be tightened,,,Done,,7 cruisers,Ally,Down,6/20/2021,Robert Mounce,,,,,,
Warner,3/2/2021,Quad Sport,Needs rear axle Rod,Rear axle key tire up axle rod,,"Done, Received",https://www.notion.so/Specialty-Rear-Axle-b3eb00ca705c47e99d1a610d2f0d41aa,,,Down,4/13/2021,Robert Mounce,,,,,,
Waterfront,3/6/2021,Double Surrey,Broken chain,,,Done,,N/a,Evan,Down,3/18/2021,Jonathan Soliz,,,,,,
Edinger,3/7/2021,Single Surrey,Brake applying by itself,,,Done,,3,Joel,Down,3/16/2021,Robert Mounce,,,,,,
Waterfront,3/7/2021,Cruiser,Wobbly back tire,Need coaster brake snap ring,,"Done, Received",,N/A,Tyler,Down,5/31/2021,Robert Mounce,,,,,,
Waterfront,3/7/2021,Double Surrey,Drivers side back Pedal broken,,,Done,,N/a,Ally,Down,3/24/2021,Robert Mounce,,,,,,
Edinger,3/7/2021,Cruiser,Broken chain,,,Done,,2,Brandon,Down,3/16/2021,Robert Mounce,,,,,,
Waterfront,3/7/2021,Single Surrey,Passenger front tire wobbly,Will check it out,,Done,,5,Ally,,5/10/2021,Robert Mounce,,,,,,
Waterfront,3/7/2021,Infinity Bike,Back tire rubbing frame,,,Done,,N/a,Ally,Down,6/20/2021,Robert Mounce,,,,,,
Waterfront,3/8/2021,Cruiser,Loose chains,,,Done,,"1,2,13,14,12,11,10,6",Ally,Down,6/20/2021,Robert Mounce,,,,,,
Waterfront,3/10/2021,Deuce Coupe,flat tire,,,Done,,0,Bryant Amador,Down,6/20/2021,Robert Mounce,,,,,,
Edinger,3/11/2021,Deuce Coupe,left chain,,,Done,,,,Down,3/16/2021,Robert Mounce,,,,,,
Edinger,3/13/2021,Cruiser,Loose chain,,,Done,,5,Norma,Down,3/16/2021,Robert Mounce,,,,,,
Yorba,3/13/2021,Double Surrey,Bent driver outside pedal,,,Done,,5,Joel,Down,4/5/2021,Robert Mounce,,,,,,
Edinger,3/14/2021,Double Surrey,Chain skipping on rear passenger side,,,Done,,8,Gregorio,Down,3/16/2021,Robert Mounce,,,,,,
Edinger,3/14/2021,Double Surrey,Making sound,,,Done,,10,Norma,,3/16/2021,Robert Mounce,,,,,,
Edinger,3/14/2021,Double Surrey,Sound coming from rear passenger side,"Check plate is Straight and or pins, And pads, Check tru of the wheel. Brake pad adjustment. 1 full revolution back from tightening.",,Done,,5,Norma,,4/17/2021,Robert Mounce,,,,,,
Waterfront,3/17/2021,Quad Sport,"the steering is off, couple bolts fell off.",,,Done,,N/a,BRYANT AMADOR,Down,3/19/2021,Robert Mounce,,,,,,
Edinger,3/19/2021,Chopper,Back left tire is releasing air,,,Done,,2,Gregorio,Down,3/23/2021,Jonathan Soliz,,,,,,
Waterfront,3/19/2021,Double Surrey,the drivers pedal is broke,,,Done,,N/a,bryant,Down,3/24/2021,Robert Mounce,,,,,,
Yorba,3/20/2021,Chopper,Pedals won't move,,,Done,,4,Joel,Down,3/26/2021,Robert Mounce,,,,,,
Edinger,3/21/2021,Quad Sport,Flat tire,,,Done,,1,Norma,Down,3/23/2021,Jonathan Soliz,,,,,,
Edinger,3/21/2021,Deuce Coupe,Chain fell off,,,Done,,2,Norma,Down,3/23/2021,Jonathan Soliz,,,,,,
Waterfront,3/21/2021,Tandem,Need new back handle bars,Corporate Scraping off of another bike,,"Back Order, Done, Ordered",,,,Down,5/28/2021,Robert Mounce,,,,,,
Yorba,3/22/2021,Double Surrey,Brake line r/p,,,"Done, Planned",,1,Robert,Down,5/11/2021,Robert Mounce,,,,,,
Edinger,3/23/2021,Cruiser,Rim replacement,Need kit grab from Waterfront,,Done,,3,Gregorio,Down,7/10/2021,Jonathan Soliz,Jonathan Soliz,"July 10, 2021",,,,
Yorba,3/24/2021,Double Surrey,Broken pedal,,,Done,,2,Joel,Down,4/5/2021,Robert Mounce,,,,,,
Waterfront,3/26/2021,Deuce Coupe,Drivers side pedal is not working,,,Done,,2,Ally,Down,4/5/2021,Robert Mounce,,,,,,
Edinger,3/27/2021,Deuce Coupe,Front tire flat,,,Done,,2,Nathan,Down,3/31/2021,Robert Mounce,,,,,,
Edinger,3/27/2021,Swan Boat,Right pontoon,,,Done,,5,Nathan,Down,4/10/2021,Robert Mounce,,,,,,
Yorba,3/28/2021,Quad Sport,Rim replacement FrontRT,,,"Done, Planned",,1,ariana,Down,4/21/2021,Robert Mounce,,,,,,
Waterfront,3/29/2021,Single Surrey,Back passenger side wheel keeps deflating,,,Done,,3,Ally,Down,4/5/2021,Robert Mounce,,,,,,
Waterfront,3/29/2021,Double Surrey,Drivers side back pedal extremely bent,,,Done,,8,Ally,Down,4/5/2021,Robert Mounce,,,,,,
Waterfront,3/29/2021,Cruiser,"The seat keeps loosening a lot to the point it fell off, even after tightening.",Need to find a solution for cruiser seats,,Done,,#1,Ally,,5/25/2021,Robert Mounce,,,,,,
Edinger,3/30/2021,Double Surrey,Right bake pedal fell off,,,Done,,9,Brandon,,4/5/2021,Robert Mounce,,,,,,
Waterfront,3/31/2021,Cruiser,Wobbly back tire,Need ring set bag,,"Done, Received",https://www.notion.so/Cruiser-rear-rim-3c4cafbd47df465d8b5d57b5c94e6790,5,Ally,Down,6/4/2021,Robert Mounce,,"June 4, 2021 10:00 AM-12:15 PM",,,,
Edinger,4/6/2021,Cruiser,Loose Handle Bars,,,Done,,7,Gregorio,Down,6/27/2021,Robert Mounce,Robert Mounce,,,,,
Edinger,4/6/2021,Quad Sport,Sprocket pedal Replacement,Corporate,"Maintenance%20Board%20f707a518e7264cea97a5acf15603dbb0/image.jpg, Maintenance%20Board%20f707a518e7264cea97a5acf15603dbb0/image%201.jpg",Corporate,https://www.notion.so/Quad-Bottom-Bracket-b3c6180681c7419c890c0f518bc33906,2,Brandon Ortega,Down,7/26/2021,Robert Mounce,,,,,,
Edinger,4/6/2021,Double Surrey,Passenger Rear Flat,,,Done,,9,Brandon Ortega,Down,4/10/2021,Robert Mounce,,,,,,
Edinger,4/6/2021,Swan Boat,Left Side Sinking,,,Done,,6,Norma,Down,4/10/2021,Robert Mounce,,,,,,
Edinger,4/6/2021,Double Surrey,Right Back Pedal Fell Off,,,Done,,4,Brandon Ortega,Down,4/10/2021,Robert Mounce,,,,,,
Edinger,4/7/2021,Deuce Coupe,Chain fell off,,,Done,,1,Norma,Down,4/10/2021,Robert Mounce,,,,,,
Edinger,4/10/2021,Chopper,Rear wheel replacement,Needs replacement,,"Done, Ordered",,,Rob,Down,4/13/2021,Robert Mounce,,,,,,
Yorba,4/10/2021,Single Surrey,Brake making noise,"Check alignment, frame and set screw for caliper",,Done,,9,Jodl,Down,5/17/2021,Jonathan Soliz,,,,,,
Warner,4/11/2021,Double Surrey,Steering wheel not working,,,Done,,N/a,Norma,Down,4/13/2021,Robert Mounce,,,,,,
Warner,4/11/2021,Single Surrey,Stripped crank,,,Done,,Red,Norma,Down,4/13/2021,Robert Mounce,,,,,,
Waterfront,4/13/2021,Double Surrey,Needs brake adjustment,,,Done,,9,Cesar,Down,6/20/2021,Robert Mounce,,,,,,
Edinger,4/15/2021,Tandem,Front seat wont tighten,,,Done,,1,Nathan,,4/17/2021,Robert Mounce,,,,,,
Edinger,4/15/2021,Single Surrey,Brake catching,,,Done,,11,Nathan,Down,4/17/2021,Robert Mounce,,,,,,
Yorba,4/18/2021,Quad Sport,Flat tire,,,Done,,4,Ariana,Down,4/21/2021,Robert Mounce,,,,,,
Yorba,4/18/2021,Quad Sport,Tire Came off,,,Done,,0,Arua,Down,4/21/2021,Robert Mounce,,,,,,
Yorba,4/18/2021,Double Surrey,Pedal broken,,,Done,,4,Joel,Down,4/21/2021,Robert Mounce,,,,,,
Yorba,4/18/2021,Double Surrey,Chain,,,Done,,8,Joel,Down,5/17/2021,Jonathan Soliz,,,,,,
Waterfront,4/18/2021,Chopper,Little chain fell off. Still on bike,,,Done,,1,Norma,Down,5/4/2021,Robert Mounce,,,,,,
Waterfront,4/18/2021,Infinity Bike,Kickstand broken,,,Done,,5,Evan,,5/20/2021,Robert Mounce,,,,,,
Waterfront,4/19/2021,Double Surrey,Front passenger tire flat,,,Done,,9,Ally,Down,5/4/2021,Robert Mounce,,,,,,
Waterfront,4/21/2021,Single Surrey,the tire is off the rim,Need a new rim,,Done,,5,Bryant,Down,5/8/2021,Robert Mounce,,,,,,
Edinger,4/22/2021,Quad Sport,Right frame damage,R260 frame part,,Done,,,,Down,6/27/2021,Robert Mounce,Robert Mounce,,,,,
Waterfront,4/24/2021,Single Surrey,tire is flat,,,Done,,6,Bryant,Down,5/4/2021,Robert Mounce,,,,,,
Yorba,4/25/2021,Double Surrey,Pedal broken,,,Done,,4,Joel,Down,5/11/2021,Robert Mounce,,,,,,
Edinger,4/25/2021,Cruiser,Broken kickstand,,,Done,,1,Gregorio,Down,5/24/2021,Robert Mounce,,,,,,
Waterfront,4/25/2021,Cruiser,Flat back tire,,,Done,,17,Evan,Down,6/20/2021,Robert Mounce,,,,,,
Yorba,4/28/2021,Swan Boat,Turning in circles,,,Done,,4,Joel,Down,5/4/2021,Robert Mounce,,,,,,
Waterfront,4/30/2021,Quad Sport,rear broken rim,,,Done,,2,bryant,Down,5/4/2021,Robert Mounce,,,,,,
Waterfront,5/1/2021,Single Surrey,"really loud, something whth the chain",,,Done,,4,Bryant,Down,5/8/2021,Robert Mounce,,,,,,
Warner,5/2/2021,Double Surrey,Passenger side brake adj,,,Done,,Repair tag #7316,Coco,Down,5/24/2021,Robert Mounce,,,,,,
Warner,5/2/2021,Cruiser,Kick stand broke,,,Done,,Repair tag #7312,Coco,Down,7/1/2021,Jonathan Soliz,Jonathan Soliz,,,,,
Warner,5/2/2021,Double Surrey,Passenger rear side crank bent,,,Done,,Repair tag #7314,Coco,Down,5/27/2021,Robert Mounce,,,,,,
Edinger,5/2/2021,Double Surrey,Front left wheel front,,,Done,,8,Nathan,Down,5/10/2021,Robert Mounce,,,,,,
Warner,5/2/2021,Double Surrey,Rear Passenger sprocket Replacement,,,Done,,Repair tag #7310,Coco,Down,7/18/2021,Jonathan Soliz,Robert Mounce,"July 7, 2021",,,,
Edinger,5/3/2021,Double Surrey,Chain is off on the left side,,,"Done, Next Week",,6,Gregorio,Down,6/5/2021,Robert Mounce,,"June 4, 2021",,,,
Waterfront,5/5/2021,Deuce Coupe,Chain needs to be looked at.,,,Done,,2,Evan,Down,6/20/2021,Robert Mounce,,,,,,
Edinger,5/5/2021,Chopper,Flat front tire,,,Done,,1,Norma,Down,5/10/2021,Robert Mounce,,,,,,
Edinger,5/7/2021,Double Surrey,Chain off driver rear,,,Done,,6,Vincent,Down,5/10/2021,Robert Mounce,,,,,,
Edinger,5/7/2021,Double Surrey,Frame damage (knees come close to dash),Green front piece,,"Corporate, Done",,3,Vincent,Down,5/20/2021,Robert Mounce,,,,,,
Edinger,5/7/2021,Double Surrey,Chain skipping,,,Done,,1,Edwin,Down,5/10/2021,Robert Mounce,,,,,,
Waterfront,5/8/2021,Single Surrey,Flat tire,,,Done,,5,Cruz,Down,6/20/2021,Robert Mounce,,,,,,
Edinger,5/8/2021,Swan Boat,Boat is sinking on the right side,,,Done,,4,Norma,Down,5/21/2021,Robert Mounce,,,,,,
Waterfront,5/9/2021,Chopper,Broken back right rim,Couldn't get the axle rod off of the broken rim so ordering a axle rod to replace it Got a axle rod from yorba,,"Done, Ordered, Planned",,2,Evan,Down,5/25/2021,Robert Mounce,,,,,,
Waterfront,5/9/2021,Chopper,Big chain fell off. Little chain came completely off bike.,,,Done,,1,Norma,Down,5/16/2021,Jonathan Soliz,,,,,,
Waterfront,5/9/2021,Quad Sport,Chain,,,Done,,1,Jarel,Down,5/16/2021,Jonathan Soliz,,,,,,
Edinger,5/12/2021,Single Surrey,Frame damage (back frame/silver post),Corporate Visit,"Maintenance%20Board%20f707a518e7264cea97a5acf15603dbb0/image%202.jpg, Maintenance%20Board%20f707a518e7264cea97a5acf15603dbb0/image%203.jpg","Back Order, Done","https://www.notion.so/Rear-seat-surrey-frame-119a7e35da9048e295a1130ca5df5844, https://www.notion.so/Silver-Rear-canap-frame-1a5fbeb1a291488db5a026051c03853b, https://www.notion.so/surrey-seat-pad-back-1669f712632b467d8e60b03d0067f506",9,Nathan,Down,7/7/2021,Robert Mounce,,,,1,,
Edinger,5/12/2021,Double Surrey,Flat tire,front passenger,,"Done, Planned",,8,Nathan,Down,5/27/2021,Robert Mounce,,,,,,
Edinger,5/12/2021,Double Surrey,Brake post broke / Steering nut,Ordered the nut,Maintenance%20Board%20f707a518e7264cea97a5acf15603dbb0/image%204.jpg,Received,https://www.notion.so/Surrey-Dashboard-0c4454535f5b401ba933bdb11452a727,4,Nathan,Down,7/26/2021,Robert Mounce,Robert Mounce,,,,,
Edinger,5/15/2021,Double Surrey,Front drivers side pedal fell off,,,Done,,10,Brandon ortega,Down,5/24/2021,Robert Mounce,,,,,,
Waterfront,5/15/2021,Cruiser,Shirt stuck in chain,,,Done,,12,Evan,Down,6/20/2021,Robert Mounce,,,,,,
Yorba,5/17/2021,Quad Sport,bottom left rear wheel bearing,Order new bearings for rod,"Maintenance%20Board%20f707a518e7264cea97a5acf15603dbb0/image%2018.jpg, Maintenance%20Board%20f707a518e7264cea97a5acf15603dbb0/image%2019.jpg",Ordered,,,,Down,7/28/2021,Robert Mounce,Robert Mounce,,,,,
Yorba,5/17/2021,Double Surrey,Double Surrey 13mm bolt for kids basket,just a missing a bolt?,,Done,,,,,5/29/2021,Robert Mounce,,,,,,
Yorba,5/17/2021,Single Surrey,Broken caliper,Caliper broke,Maintenance%20Board%20f707a518e7264cea97a5acf15603dbb0/image%2020.jpg,"Done, Planned",,,,Down,6/24/2021,Robert Mounce,Robert Mounce,"June 24, 2021 11:00 AM-11:30 AM",,,,
Yorba,5/17/2021,Swan Boat,Swan boat #3 left side hole,,,Done,,,,,5/24/2021,Robert Mounce,,,,,,
Yorba,5/17/2021,Deuce Coupe,Deuce coupe right outside crank 15mm bolt missing,,,Done,,,,,5/24/2021,Robert Mounce,,,,,,
Yorba,5/17/2021,Chopper,Chopper need new chain Guard,could reuse the same one but need to tighten the clamp,,Done,,,,Down,5/29/2021,Robert Mounce,,,,,,
Edinger,5/21/2021,Double Surrey,Loose chain,,,"Done, Planned",,9,Emmanuel,Down,5/25/2021,Robert Mounce,,,,,,
Edinger,5/22/2021,Swan Boat,Still sinking on the patch that was repaired,,,Done,,4,Gregorio,Down,5/24/2021,Robert Mounce,,,,,,
Edinger,5/22/2021,Quad Sport,The front right tire is getting stuck and not letting the bike move forward,,,Done,,1,Norma,Down,5/24/2021,Robert Mounce,,,,,,
Waterfront,5/23/2021,Cruiser,Broken spokes,same as above,,"Done, Planned",,7,Ally,Down,6/15/2021,Robert Mounce,,"June 15, 2021 9:15 AM-10:45 AM",,,,
Edinger,5/23/2021,Single Surrey,left wheel brake adjustment,,,Planned,,#5,Edwin,,6/20/2021,Robert Mounce,,,,,,
Waterfront,5/24/2021,Cruiser,Broken spokes,Change wheels and or add spokes,,Planned,https://www.notion.so/Cruiser-rear-rim-3c4cafbd47df465d8b5d57b5c94e6790,4,Ally,,7/6/2021,Robert Mounce,,"July 6, 2021 1:30 PM-2:00 PM",,,,
Waterfront,5/24/2021,Quad Sport,Little chain fell off,,,"Done, Planned",,1,Ally,Down,5/25/2021,Robert Mounce,,,,,,
Edinger,5/24/2021,Double Surrey,Driver pedal is off,Easy,,"Done, Planned",,1,Gregorio,Down,5/27/2021,Robert Mounce,,,,,,
Edinger,5/24/2021,Double Surrey,Bottom brake cable is snapped off,Not sure exactly what this is. Maybe a cable exchange,,"Done, Planned",,10,Gregorio,Down,5/27/2021,Robert Mounce,,,,,,
Waterfront,5/24/2021,Electric Bike,gear shift is not working and loose bolt,,,Done,,4531,Jarel,Down,6/20/2021,Robert Mounce,,,,,,
Waterfront,5/25/2021,Cruiser,New rear wheel,,,"Done, Planned",,1,Rob,Down,6/15/2021,Robert Mounce,,"June 15, 2021 9:00 AM-9:15 AM",,,,
Edinger,5/26/2021,Double Surrey,Passenger front side sprocket,,,"Done, Planned",,2,Norma,Down,6/27/2021,Robert Mounce,Robert Mounce,"June 22, 2021 1:15 PM-1:45 PM",,,,
Warner,5/27/2021,Double Surrey,Flat Rear Passanger,,,Done,,Blue,Robert,Down,6/22/2021,Jonathan Soliz,Jonathan Soliz,,,,,
Warner,5/27/2021,Cruiser,Kickstand,,,Planned,https://www.notion.so/Kickstand-b4168031d88a4b988a7a2f84a4297684,,Rob,Down,7/27/2021,Robert Mounce,Robert Mounce,"July 27, 2021 11:30 AM-12:00 PM",,,,
Waterfront,5/27/2021,Kids Bike,Derailleur,Thoughts Max,,"Corporate, Needs to be Ordered",,,Rob,Down,6/24/2021,Robert Mounce,,,,,,
Waterfront,5/27/2021,Electric Bike,Tara (cannot touch/ rent ),,,Corporate,,6507,Rob,Cant rent,5/31/2021,Robert Mounce,,,,,,
Waterfront,5/27/2021,Electric Bike,Tara (cannot touch or rent),,,Corporate,,4550,,Cant rent,6/28/2021,Robert Mounce,,,,,,
Waterfront,5/27/2021,Kids Bike,braking system/ and shifting cable,Need to,"Maintenance%20Board%20f707a518e7264cea97a5acf15603dbb0/image%2028.jpg, Maintenance%20Board%20f707a518e7264cea97a5acf15603dbb0/image%2029.jpg, Maintenance%20Board%20f707a518e7264cea97a5acf15603dbb0/image%2030.jpg","Corporate, Needs to be Ordered",,,Rob,Down,6/24/2021,Robert Mounce,,,,,,
Edinger,5/27/2021,Swan Boat,Needs a new canape,,,"Done, Received",https://www.notion.so/Swan-Boat-Canape-c15d151778b5436e8ed8dc3854fa5468,7,Emmanuel Gomez,Down,7/7/2021,Robert Mounce,Robert Mounce,"July 7, 2021",,,,
Waterfront,5/28/2021,Electric Bike,Chain broke,Need a special Tool will come in next order,,"Back Order, Corporate",,4531,Bryant,Down,7/21/2021,Robert Mounce,Robert Mounce,"July 22, 2021",,,,
Waterfront,5/30/2021,Double Surrey,Front wheel replacement,Did max get to this,Maintenance%20Board%20f707a518e7264cea97a5acf15603dbb0/image%2031.jpg,"Corporate, Done",https://www.notion.so/Surrey-Front-Rim-358691b2b5944ca4ab5357e455a5c75b,9,Ally,Down,6/24/2021,Robert Mounce,,"June 15, 2021 10:45 AM",,1,,1
Warner,5/31/2021,Tandem,Sprocket,,,"Done, To Be Looked At",,Tandem,Coco,Down,6/27/2021,Robert Mounce,Jonathan Soliz,,,,,
Waterfront,6/1/2021,Double Surrey,Flat rear tire passenger side,,,Done,,12,Norma,Down,6/14/2021,Robert Mounce,,"June 14, 2021",,,,
Edinger,6/1/2021,Single Surrey,The brakes are on constantly,,,Done,,6,Brandon H Ortega,Down,6/5/2021,Robert Mounce,,,,,,
Edinger,6/1/2021,Double Surrey,Passenger side front pedals detached off chain belt,,,Done,,2,Brandon H. Ortega,Down,6/5/2021,Robert Mounce,,,,,,
Edinger,6/3/2021,Double Surrey,Back pedals (drivers side) skip,,,Done,,1,Gregorio,Down,6/5/2021,Robert Mounce,,,,,,
Yorba,6/4/2021,Double Surrey,Passenger needs brake cable replacement,,,Done,,8,Robert,,6/4/2021,Automate.io,,"June 5, 2021",,,,
Edinger,6/5/2021,Single Surrey,Left tire touches metal frame,Not sure,,To Be Looked At,,8,Gregorio,Maintaince,6/24/2021,Robert Mounce,,,,,,
Yorba,6/5/2021,Quad Sport,Broken rim,,,Done,,2,Jonathan,Down,6/7/2021,Automate.io,,,,,,
Yorba,6/5/2021,Quad Sport,Flat back left tire,,,Done,,3,Jonathan,Down,6/7/2021,Automate.io,,,,,,
Yorba,6/5/2021,Quad Sport,Popped front tire.,,,Done,,4,Jonathan,Down,6/7/2021,Automate.io,,,,,,
Edinger,6/6/2021,Swan Boat,Front patch,,,"Done, Planned",,6,Norma,Down,6/27/2021,Robert Mounce,Robert Mounce,"June 23, 2021 9:00 AM-12:00 PM",,,,
Edinger,6/6/2021,Swan Boat,Sinking on the right side,Will take all Swan boats out of the water to get to,,"Done, Planned",,1,Norma,Down,6/23/2021,Robert Mounce,Robert Mounce,"June 23, 2021 9:00 AM-12:00 PM",,,,
Edinger,6/6/2021,Double Surrey,front pass skipping chain,Either Sprocket change or Chain is off,,"Done, Planned",,2,Emmanuel,Down,6/27/2021,Robert Mounce,Robert Mounce,"June 22, 2021 11:30 AM-12:30 PM",,,,
Waterfront,6/6/2021,Cruiser,chain broke,,,Done,,4,Jarel,Down,6/15/2021,Robert Mounce,,"June 15, 2021",,,,
Edinger,6/6/2021,Swan Boat,Canopy is bent leaning towards the right side,,,,,4,Norma,,6/6/2021,Robert Mounce,,,,,,
Yorba,6/7/2021,Cruiser,Bent rear rim,,,Received,https://www.notion.so/Cruiser-rear-rim-3c4cafbd47df465d8b5d57b5c94e6790,,,Down,7/20/2021,Robert Mounce,Robert Mounce,,,,,
Waterfront,6/7/2021,Quad Sport,Back right tire is wobbling.,,,Done,,1,Ally,Down,6/20/2021,Robert Mounce,,,,,,
Waterfront,6/7/2021,Deuce Coupe,Bent right pedal,,,Done,,3,Evan,,6/14/2021,Robert Mounce,,,,,,
Waterfront,6/8/2021,Cruiser,No kickstand,Cant get the kickstand off,,Done,,1,Evan,Down,6/27/2021,Robert Mounce,,,,,,
Yorba,6/9/2021,Quad Sport,Busted bearing rear Inner,,,"Done, Planned",,N/a,Norma,Down,6/24/2021,Robert Mounce,Robert Mounce,"June 24, 2021 12:45 PM-1:30 PM",,,,
Waterfront,6/10/2021,Infinity Bike,Cables aren’t shifting,,,"Corporate, Done",,6,Ally,Down,6/24/2021,Robert Mounce,,,,,,
Waterfront,6/10/2021,Cruiser,Back tire rubbing frame to the point where it won’t spin,,,Done,,5,Ally,Down,6/14/2021,Automate.io,,"June 14, 2021",,,,
Waterfront,6/10/2021,Cruiser,Back tire popped,,,Done,,17,Ally,Down,6/14/2021,Robert Mounce,,"June 14, 2021",,,,
Waterfront,6/10/2021,Double Surrey,Drivers side front tire broken off from the thing that turns the tires.,MAX,Maintenance%20Board%20f707a518e7264cea97a5acf15603dbb0/image%2032.jpg,"Corporate, Done",https://www.notion.so/Surrey-front-axle-ce54dcb8393f4c8fac74df7a1db5609d,8,Ally,Down,6/24/2021,Robert Mounce,,,,,,1
